0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388,0.088388
0.12499,0.12492,0.12476,0.12454,0.12424,0.12386,0.12341,0.12289,0.12229,0.12162,0.12087,0.12005,0.11916,0.1182,0.11717,0.11606,0.11489,0.11365,0.11233,0.11095,0.10951,0.108,0.10642,0.10478,0.10307,0.10131,0.09948,0.097592,0.095646,0.093642,0.091582,0.089466,0.087297,0.085075,0.082802,0.080479,0.078107,0.075689,0.073225,0.070716,0.068166,0.065574,0.062942,0.060273,0.057567,0.054827,0.052054,0.049249,0.046415,0.043552,0.040664,0.037751,0.034815,0.031858,0.028882,0.025889,0.02288,0.019857,0.016823,0.013778,0.010725,0.0076651,0.0046009,0.0015339,-0.0015339,-0.0046009,-0.0076651,-0.010725,-0.013778,-0.016823,-0.019857,-0.02288,-0.025889,-0.028882,-0.031858,-0.034815,-0.037751,-0.040664,-0.043552,-0.046415,-0.049249,-0.052054,-0.054827,-0.057567,-0.060273,-0.062942,-0.065574,-0.068166,-0.070716,-0.073225,-0.075689,-0.078107,-0.080479,-0.082802,-0.085075,-0.087297,-0.089466,-0.091582,-0.093642,-0.095646,-0.097592,-0.09948,-0.10131,-0.10307,-0.10478,-0.10642,-0.108,-0.10951,-0.11095,-0.11233,-0.11365,-0.11489,-0.11606,-0.11717,-0.1182,-0.11916,-0.12005,-0.12087,-0.12162,-0.12229,-0.12289,-0.12341,-0.12386,-0.12424,-0.12454,-0.12476,-0.12492,-0.12499
0.12496,0.12466,0.12406,0.12316,0.12196,0.12047,0.11869,0.11662,0.11428,0.11165,0.10876,0.10561,0.1022,0.098543,0.094651,0.090531,0.086193,0.081647,0.076904,0.071976,0.066875,0.061612,0.056201,0.050655,0.044987,0.03921,0.033339,0.027388,0.02137,0.015301,0.0091956,0.0030677,-0.0030677,-0.0091956,-0.015301,-0.02137,-0.027388,-0.033339,-0.03921,-0.044987,-0.050655,-0.056201,-0.061612,-0.066875,-0.071976,-0.076904,-0.081647,-0.086193,-0.090531,-0.094651,-0.098543,-0.1022,-0.10561,-0.10876,-0.11165,-0.11428,-0.11662,-0.11869,-0.12047,-0.12196,-0.12316,-0.12406,-0.12466,-0.12496,-0.12496,-0.12466,-0.12406,-0.12316,-0.12196,-0.12047,-0.11869,-0.11662,-0.11428,-0.11165,-0.10876,-0.10561,-0.1022,-0.098543,-0.094651,-0.090531,-0.086193,-0.081647,-0.076904,-0.071976,-0.066875,-0.061612,-0.056201,-0.050655,-0.044987,-0.03921,-0.033339,-0.027388,-0.02137,-0.015301,-0.0091956,-0.0030677,0.0030677,0.0091956,0.015301,0.02137,0.027388,0.033339,0.03921,0.044987,0.050655,0.056201,0.061612,0.066875,0.071976,0.076904,0.081647,0.086193,0.090531,0.094651,0.098543,0.1022,0.10561,0.10876,0.11165,0.11428,0.11662,0.11869,0.12047,0.12196,0.12316,0.12406,0.12466,0.12496
0.12492,0.12424,0.12289,0.12087,0.1182,0.11489,0.11095,0.10642,0.10131,0.095646,0.089466,0.082802,0.075689,0.068166,0.060273,0.052054,0.043552,0.034815,0.025889,0.016823,0.0076651,-0.0015339,-0.010725,-0.019857,-0.028882,-0.037751,-0.046415,-0.054827,-0.062942,-0.070716,-0.078107,-0.085075,-0.091582,-0.097592,-0.10307,-0.108,-0.11233,-0.11606,-0.11916,-0.12162,-0.12341,-0.12454,-0.12499,-0.12476,-0.12386,-0.12229,-0.12005,-0.11717,-0.11365,-0.10951,-0.10478,-0.09948,-0.093642,-0.087297,-0.080479,-0.073225,-0.065574,-0.057567,-0.049249,-0.040664,-0.031858,-0.02288,-0.013778,-0.0046009,0.0046009,0.013778,0.02288,0.031858,0.040664,0.049249,0.057567,0.065574,0.073225,0.080479,0.087297,0.093642,0.09948,0.10478,0.10951,0.11365,0.11717,0.12005,0.12229,0.12386,0.12476,0.12499,0.12454,0.12341,0.12162,0.11916,0.11606,0.11233,0.108,0.10307,0.097592,0.091582,0.085075,0.078107,0.070716,0.062942,0.054827,0.046415,0.037751,0.028882,0.019857,0.010725,0.0015339,-0.0076651,-0.016823,-0.025889,-0.034815,-0.043552,-0.052054,-0.060273,-0.068166,-0.075689,-0.082802,-0.089466,-0.095646,-0.10131,-0.10642,-0.11095,-0.11489,-0.1182,-0.12087,-0.12289,-0.12424,-0.12492
0.12485,0.12365,0.12125,0.11769,0.113,0.10722,0.1004,0.092619,0.083945,0.074462,0.064263,0.053444,0.042111,0.030373,0.018341,0.0061335,-0.0061335,-0.018341,-0.030373,-0.042111,-0.053444,-0.064263,-0.074462,-0.083945,-0.092619,-0.1004,-0.10722,-0.113,-0.11769,-0.12125,-0.12365,-0.12485,-0.12485,-0.12365,-0.12125,-0.11769,-0.113,-0.10722,-0.1004,-0.092619,-0.083945,-0.074462,-0.064263,-0.053444,-0.042111,-0.030373,-0.018341,-0.0061335,0.0061335,0.018341,0.030373,0.042111,0.053444,0.064263,0.074462,0.083945,0.092619,0.1004,0.10722,0.113,0.11769,0.12125,0.12365,0.12485,0.12485,0.12365,0.12125,0.11769,0.113,0.10722,0.1004,0.092619,0.083945,0.074462,0.064263,0.053444,0.042111,0.030373,0.018341,0.0061335,-0.0061335,-0.018341,-0.030373,-0.042111,-0.053444,-0.064263,-0.074462,-0.083945,-0.092619,-0.1004,-0.10722,-0.113,-0.11769,-0.12125,-0.12365,-0.12485,-0.12485,-0.12365,-0.12125,-0.11769,-0.113,-0.10722,-0.1004,-0.092619,-0.083945,-0.074462,-0.064263,-0.053444,-0.042111,-0.030373,-0.018341,-0.0061335,0.0061335,0.018341,0.030373,0.042111,0.053444,0.064263,0.074462,0.083945,0.092619,0.1004,0.10722,0.113,0.11769,0.12125,0.12365,0.12485
0.12476,0.12289,0.11916,0.11365,0.10642,0.097592,0.087297,0.075689,0.062942,0.049249,0.034815,0.019857,0.0046009,-0.010725,-0.025889,-0.040664,-0.054827,-0.068166,-0.080479,-0.091582,-0.10131,-0.10951,-0.11606,-0.12087,-0.12386,-0.12499,-0.12424,-0.12162,-0.11717,-0.11095,-0.10307,-0.093642,-0.082802,-0.070716,-0.057567,-0.043552,-0.028882,-0.013778,0.0015339,0.016823,0.031858,0.046415,0.060273,0.073225,0.085075,0.095646,0.10478,0.11233,0.1182,0.12229,0.12454,0.12492,0.12341,0.12005,0.11489,0.108,0.09948,0.089466,0.078107,0.065574,0.052054,0.037751,0.02288,0.0076651,-0.0076651,-0.02288,-0.037751,-0.052054,-0.065574,-0.078107,-0.089466,-0.09948,-0.108,-0.11489,-0.12005,-0.12341,-0.12492,-0.12454,-0.12229,-0.1182,-0.11233,-0.10478,-0.095646,-0.085075,-0.073225,-0.060273,-0.046415,-0.031858,-0.016823,-0.0015339,0.013778,0.028882,0.043552,0.057567,0.070716,0.082802,0.093642,0.10307,0.11095,0.11717,0.12162,0.12424,0.12499,0.12386,0.12087,0.11606,0.10951,0.10131,0.091582,0.080479,0.068166,0.054827,0.040664,0.025889,0.010725,-0.0046009,-0.019857,-0.034815,-0.049249,-0.062942,-0.075689,-0.087297,-0.097592,-0.10642,-0.11365,-0.11916,-0.12289,-0.12476
0.12466,0.12196,0.11662,0.10876,0.098543,0.086193,0.071976,0.056201,0.03921,0.02137,0.0030677,-0.015301,-0.033339,-0.050655,-0.066875,-0.081647,-0.094651,-0.10561,-0.11428,-0.12047,-0.12406,-0.12496,-0.12316,-0.11869,-0.11165,-0.1022,-0.090531,-0.076904,-0.061612,-0.044987,-0.027388,-0.0091956,0.0091956,0.027388,0.044987,0.061612,0.076904,0.090531,0.1022,0.11165,0.11869,0.12316,0.12496,0.12406,0.12047,0.11428,0.10561,0.094651,0.081647,0.066875,0.050655,0.033339,0.015301,-0.0030677,-0.02137,-0.03921,-0.056201,-0.071976,-0.086193,-0.098543,-0.10876,-0.11662,-0.12196,-0.12466,-0.12466,-0.12196,-0.11662,-0.10876,-0.098543,-0.086193,-0.071976,-0.056201,-0.03921,-0.02137,-0.0030677,0.015301,0.033339,0.050655,0.066875,0.081647,0.094651,0.10561,0.11428,0.12047,0.12406,0.12496,0.12316,0.11869,0.11165,0.1022,0.090531,0.076904,0.061612,0.044987,0.027388,0.0091956,-0.0091956,-0.027388,-0.044987,-0.061612,-0.076904,-0.090531,-0.1022,-0.11165,-0.11869,-0.12316,-0.12496,-0.12406,-0.12047,-0.11428,-0.10561,-0.094651,-0.081647,-0.066875,-0.050655,-0.033339,-0.015301,0.0030677,0.02137,0.03921,0.056201,0.071976,0.086193,0.098543,0.10876,0.11662,0.12196,0.12466
0.12454,0.12087,0.11365,0.10307,0.089466,0.073225,0.054827,0.034815,0.013778,-0.0076651,-0.028882,-0.049249,-0.068166,-0.085075,-0.09948,-0.11095,-0.11916,-0.12386,-0.12492,-0.12229,-0.11606,-0.10642,-0.093642,-0.078107,-0.060273,-0.040664,-0.019857,0.0015339,0.02288,0.043552,0.062942,0.080479,0.095646,0.108,0.11717,0.12289,0.12499,0.12341,0.1182,0.10951,0.097592,0.082802,0.065574,0.046415,0.025889,0.0046009,-0.016823,-0.037751,-0.057567,-0.075689,-0.091582,-0.10478,-0.11489,-0.12162,-0.12476,-0.12424,-0.12005,-0.11233,-0.10131,-0.087297,-0.070716,-0.052054,-0.031858,-0.010725,0.010725,0.031858,0.052054,0.070716,0.087297,0.10131,0.11233,0.12005,0.12424,0.12476,0.12162,0.11489,0.10478,0.091582,0.075689,0.057567,0.037751,0.016823,-0.0046009,-0.025889,-0.046415,-0.065574,-0.082802,-0.097592,-0.10951,-0.1182,-0.12341,-0.12499,-0.12289,-0.11717,-0.108,-0.095646,-0.080479,-0.062942,-0.043552,-0.02288,-0.0015339,0.019857,0.040664,0.060273,0.078107,0.093642,0.10642,0.11606,0.12229,0.12492,0.12386,0.11916,0.11095,0.09948,0.085075,0.068166,0.049249,0.028882,0.0076651,-0.013778,-0.034815,-0.054827,-0.073225,-0.089466,-0.10307,-0.11365,-0.12087,-0.12454
0.1244,0.11962,0.11024,0.096626,0.079299,0.058925,0.036286,0.012252,-0.012252,-0.036286,-0.058925,-0.079299,-0.096626,-0.11024,-0.11962,-0.1244,-0.1244,-0.11962,-0.11024,-0.096626,-0.079299,-0.058925,-0.036286,-0.012252,0.012252,0.036286,0.058925,0.079299,0.096626,0.11024,0.11962,0.1244,0.1244,0.11962,0.11024,0.096626,0.079299,0.058925,0.036286,0.012252,-0.012252,-0.036286,-0.058925,-0.079299,-0.096626,-0.11024,-0.11962,-0.1244,-0.1244,-0.11962,-0.11024,-0.096626,-0.079299,-0.058925,-0.036286,-0.012252,0.012252,0.036286,0.058925,0.079299,0.096626,0.11024,0.11962,0.1244,0.1244,0.11962,0.11024,0.096626,0.079299,0.058925,0.036286,0.012252,-0.012252,-0.036286,-0.058925,-0.079299,-0.096626,-0.11024,-0.11962,-0.1244,-0.1244,-0.11962,-0.11024,-0.096626,-0.079299,-0.058925,-0.036286,-0.012252,0.012252,0.036286,0.058925,0.079299,0.096626,0.11024,0.11962,0.1244,0.1244,0.11962,0.11024,0.096626,0.079299,0.058925,0.036286,0.012252,-0.012252,-0.036286,-0.058925,-0.079299,-0.096626,-0.11024,-0.11962,-0.1244,-0.1244,-0.11962,-0.11024,-0.096626,-0.079299,-0.058925,-0.036286,-0.012252,0.012252,0.036286,0.058925,0.079299,0.096626,0.11024,0.11962,0.1244
0.12424,0.1182,0.10642,0.089466,0.068166,0.043552,0.016823,-0.010725,-0.037751,-0.062942,-0.085075,-0.10307,-0.11606,-0.12341,-0.12476,-0.12005,-0.10951,-0.093642,-0.073225,-0.049249,-0.02288,0.0046009,0.031858,0.057567,0.080479,0.09948,0.11365,0.12229,0.12499,0.12162,0.11233,0.097592,0.078107,0.054827,0.028882,0.0015339,-0.025889,-0.052054,-0.075689,-0.095646,-0.11095,-0.12087,-0.12492,-0.12289,-0.11489,-0.10131,-0.082802,-0.060273,-0.034815,-0.0076651,0.019857,0.046415,0.070716,0.091582,0.108,0.11916,0.12454,0.12386,0.11717,0.10478,0.087297,0.065574,0.040664,0.013778,-0.013778,-0.040664,-0.065574,-0.087297,-0.10478,-0.11717,-0.12386,-0.12454,-0.11916,-0.108,-0.091582,-0.070716,-0.046415,-0.019857,0.0076651,0.034815,0.060273,0.082802,0.10131,0.11489,0.12289,0.12492,0.12087,0.11095,0.095646,0.075689,0.052054,0.025889,-0.0015339,-0.028882,-0.054827,-0.078107,-0.097592,-0.11233,-0.12162,-0.12499,-0.12229,-0.11365,-0.09948,-0.080479,-0.057567,-0.031858,-0.0046009,0.02288,0.049249,0.073225,0.093642,0.10951,0.12005,0.12476,0.12341,0.11606,0.10307,0.085075,0.062942,0.037751,0.010725,-0.016823,-0.043552,-0.068166,-0.089466,-0.10642,-0.1182,-0.12424
