no_of_samples;enb_rssi;ue_rssi;enb_rsrp;ue_rsrp;enb_pwr;ue_pwr
400;-51;-60;-75;-75;-22.8514;-16.609775
401;-51;-60;-73;-74;-22.9077;-16.79574
402;-50;-60;-73;-75;-22.7623;-16.398275
403;-49;-60;-74;-75;-23.5068;-16.754875
404;-48;-59;-75;-72;-23.1854;-18.010672
405;-48;-59;-74;-74;-22.1022;-17.19474
406;-49;-60;-77;-76;-22.3004;-15.805176
407;-49;-60;-80;-75;-21.5252;-16.063275
408;-51;-60;-75;-76;-22.5337;-15.439976
409;-48;-61;-73;-77;-22.389;-14.950477
410;-47;-61;-72;-77;-22.0412;-15.165477
411;-47;-60;-72;-76;-21.7222;-15.405376
412;-47;-60;-73;-74;-21.816;-16.701274
413;-48;-60;-74;-75;-21.6386;-16.72775
414;-50;-60;-79;-74;-23.0457;-16.876474
